Continent,Region/Country,Product,Variable,Year,Unit,Quantity
Europe,Croatia,Wine,Production,2006,1000 hl, 1 237
Europe,Croatia,Wine,Production,2007,1000 hl, 1 365
Europe,Croatia,Wine,Production,2008,1000 hl, 1 276
Europe,Croatia,Wine,Production,2009,1000 hl, 1 424
Europe,Croatia,Wine,Production,2010,1000 hl, 1 433
Europe,Croatia,Wine,Production,2011,1000 hl, 1 409
Europe,Croatia,Wine,Production,2012,1000 hl, 1 293
Europe,Croatia,Wine,Production,2013,1000 hl, 1 248
Europe,Croatia,Wine,Production,2014,1000 hl,  842
Europe,Croatia,Wine,Production,2015,1000 hl,  992
Europe,Croatia,Wine,Production,2016,1000 hl,  760
Europe,Croatia,Wine,Production,2017,1000 hl,  726
Europe,Croatia,Wine,Production,2018,1000 hl,  952
Europe,Croatia,Wine,Production,2019,1000 hl,  952
Europe,Croatia,Wine,Production,2020,1000 hl,  800
Europe,Croatia,Wine,Production,2021,1000 hl,  765
Europe,Croatia,Wine,Production,2022,1000 hl,  726
America,Cuba,Wine,Production,1995,1000 hl,0
America,Cuba,Wine,Production,1996,1000 hl,0
America,Cuba,Wine,Production,1997,1000 hl,0
America,Cuba,Wine,Production,1998,1000 hl,0
America,Cuba,Wine,Production,1999,1000 hl,  148
America,Cuba,Wine,Production,2000,1000 hl,  156
America,Cuba,Wine,Production,2001,1000 hl,  141
America,Cuba,Wine,Production,2002,1000 hl,  108
America,Cuba,Wine,Production,2003,1000 hl,  110
America,Cuba,Wine,Production,2004,1000 hl,  99
America,Cuba,Wine,Production,2005,1000 hl,  95
America,Cuba,Wine,Production,2006,1000 hl,  94
America,Cuba,Wine,Production,2007,1000 hl,  102
America,Cuba,Wine,Production,2008,1000 hl,  106
America,Cuba,Wine,Production,2009,1000 hl,  104
America,Cuba,Wine,Production,2010,1000 hl,  108
America,Cuba,Wine,Production,2011,1000 hl,  114
America,Cuba,Wine,Production,2012,1000 hl,  124
America,Cuba,Wine,Production,2013,1000 hl,  116
America,Cuba,Wine,Production,2014,1000 hl,  125
America,Cuba,Wine,Production,2015,1000 hl,  115
America,Cuba,Wine,Production,2016,1000 hl,  117
America,Cuba,Wine,Production,2017,1000 hl,  120
America,Cuba,Wine,Production,2018,1000 hl,  114
America,Cuba,Wine,Production,2019,1000 hl,  106
America,Cuba,Wine,Production,2020,1000 hl,  144
America,Cuba,Wine,Production,2021,1000 hl,  131
Europe,Cyprus,Wine,Production,1995,1000 hl,  555
Europe,Cyprus,Wine,Production,1996,1000 hl,  559
Europe,Cyprus,Wine,Production,1997,1000 hl,  534
Europe,Cyprus,Wine,Production,1998,1000 hl,  710
Europe,Cyprus,Wine,Production,1999,1000 hl,  555
Europe,Cyprus,Wine,Production,2000,1000 hl,  570
Europe,Cyprus,Wine,Production,2001,1000 hl,  503
Europe,Cyprus,Wine,Production,2002,1000 hl,  240
Europe,Cyprus,Wine,Production,2003,1000 hl,  385
Europe,Cyprus,Wine,Production,2004,1000 hl,  404
Europe,Cyprus,Wine,Production,2005,1000 hl,  197
Europe,Cyprus,Wine,Production,2006,1000 hl,  183
Europe,Cyprus,Wine,Production,2007,1000 hl,  169
Europe,Cyprus,Wine,Production,2008,1000 hl,  147
Europe,Cyprus,Wine,Production,2009,1000 hl,  145
Europe,Cyprus,Wine,Production,2010,1000 hl,  114
Europe,Cyprus,Wine,Production,2011,1000 hl,  85
Europe,Cyprus,Wine,Production,2012,1000 hl,  112
Europe,Cyprus,Wine,Production,2013,1000 hl,  94
Europe,Cyprus,Wine,Production,2014,1000 hl,  86
Europe,Cyprus,Wine,Production,2015,1000 hl,  91
Europe,Cyprus,Wine,Production,2016,1000 hl,  69
Europe,Cyprus,Wine,Production,2017,1000 hl,  99
Europe,Cyprus,Wine,Production,2018,1000 hl,  109
Europe,Cyprus,Wine,Production,2019,1000 hl,  100
Europe,Cyprus,Wine,Production,2020,1000 hl,  89
Europe,Cyprus,Wine,Production,2021,1000 hl,  68
Europe,Cyprus,Wine,Production,2022,1000 hl,  108
Europe,Czech Republic,Wine,Production,1995,1000 hl,  459
Europe,Czech Republic,Wine,Production,1996,1000 hl,  516
Europe,Czech Republic,Wine,Production,1997,1000 hl,  405
Europe,Czech Republic,Wine,Production,1998,1000 hl,  560
Europe,Czech Republic,Wine,Production,1999,1000 hl,  563
Europe,Czech Republic,Wine,Production,2000,1000 hl,  525
Europe,Czech Republic,Wine,Production,2001,1000 hl,  518
Europe,Czech Republic,Wine,Production,2002,1000 hl,  495
Europe,Czech Republic,Wine,Production,2003,1000 hl,  510
Europe,Czech Republic,Wine,Production,2004,1000 hl,  540
Europe,Czech Republic,Wine,Production,2005,1000 hl,  436
Europe,Czech Republic,Wine,Production,2006,1000 hl,  432
Europe,Czech Republic,Wine,Production,2007,1000 hl,  820
Europe,Czech Republic,Wine,Production,2008,1000 hl,  840
Europe,Czech Republic,Wine,Production,2009,1000 hl,  570
Europe,Czech Republic,Wine,Production,2010,1000 hl,  564
Europe,Czech Republic,Wine,Production,2011,1000 hl,  650
Europe,Czech Republic,Wine,Production,2012,1000 hl,  470
Europe,Czech Republic,Wine,Production,2013,1000 hl,  501
Europe,Czech Republic,Wine,Production,2014,1000 hl,  536
Europe,Czech Republic,Wine,Production,2015,1000 hl,  819
Europe,Czech Republic,Wine,Production,2016,1000 hl,  631
Europe,Czech Republic,Wine,Production,2017,1000 hl,  645
Europe,Czech Republic,Wine,Production,2018,1000 hl,  691
Europe,Czech Republic,Wine,Production,2019,1000 hl,  492
Europe,Czech Republic,Wine,Production,2020,1000 hl,  603
Europe,Czech Republic,Wine,Production,2021,1000 hl,  592
Europe,Czech Republic,Wine,Production,2022,1000 hl,  573
Europe,Denmark,Wine,Production,2010,1000 hl,0
Europe,Denmark,Wine,Production,2011,1000 hl,0
Europe,Denmark,Wine,Production,2012,1000 hl,0
Europe,Denmark,Wine,Production,2013,1000 hl,0
Europe,Denmark,Wine,Production,2014,1000 hl,0
Europe,Denmark,Wine,Production,2015,1000 hl,  11
Europe,Denmark,Wine,Production,2016,1000 hl,  1
Europe,Denmark,Wine,Production,2017,1000 hl,  1
Europe,Denmark,Wine,Production,2018,1000 hl,  1
Europe,Denmark,Wine,Production,2019,1000 hl,  1
Europe,Denmark,Wine,Production,2020,1000 hl,  1
Europe,Denmark,Wine,Production,2021,1000 hl,  1
Europe,Denmark,Wine,Production,2022,1000 hl,  1
Africa,Egypt,Wine,Production,1995,1000 hl,  26
Africa,Egypt,Wine,Production,1996,1000 hl,  26
Africa,Egypt,Wine,Production,1997,1000 hl,  27
Africa,Egypt,Wine,Production,1998,1000 hl,  27
Africa,Egypt,Wine,Production,1999,1000 hl,  27
Africa,Egypt,Wine,Production,2000,1000 hl,  30
Africa,Egypt,Wine,Production,2001,1000 hl,  42
Africa,Egypt,Wine,Production,2002,1000 hl,  40
Africa,Egypt,Wine,Production,2003,1000 hl,  56
Africa,Egypt,Wine,Production,2004,1000 hl,  68
Africa,Egypt,Wine,Production,2005,1000 hl,  64
Africa,Egypt,Wine,Production,2006,1000 hl,  68
Africa,Egypt,Wine,Production,2007,1000 hl,  105
Africa,Egypt,Wine,Production,2008,1000 hl,  143
Africa,Egypt,Wine,Production,2009,1000 hl,  118
Africa,Egypt,Wine,Production,2010,1000 hl,  44
Africa,Egypt,Wine,Production,2011,1000 hl,  43
Africa,Egypt,Wine,Production,2012,1000 hl,  45
Africa,Egypt,Wine,Production,2013,1000 hl,  45
Africa,Egypt,Wine,Production,2014,1000 hl,  50
Africa,Egypt,Wine,Production,2015,1000 hl,  59
Africa,Egypt,Wine,Production,2016,1000 hl,  58
Africa,Egypt,Wine,Production,2017,1000 hl,  60
Africa,Egypt,Wine,Production,2018,1000 hl,  57
Africa,Egypt,Wine,Production,2019,1000 hl,  54
Africa,Egypt,Wine,Production,2020,1000 hl,  53
Africa,Egypt,Wine,Production,2021,1000 hl,  53
Europe,Estonia,Wine,Production,1995,1000 hl,  14
Europe,Estonia,Wine,Production,1996,1000 hl,  22
Europe,Estonia,Wine,Production,1997,1000 hl,  22
Europe,Estonia,Wine,Production,1998,1000 hl,  31
Europe,Estonia,Wine,Production,1999,1000 hl,  24
Europe,Estonia,Wine,Production,2000,1000 hl,  33
Europe,Estonia,Wine,Production,2001,1000 hl,  30
Europe,Estonia,Wine,Production,2002,1000 hl,  20
Europe,Estonia,Wine,Production,2003,1000 hl,  20
Europe,Estonia,Wine,Production,2004,1000 hl,  20
Europe,Estonia,Wine,Production,2005,1000 hl,  20
Europe,Estonia,Wine,Production,2006,1000 hl,  10
Europe,Estonia,Wine,Production,2007,1000 hl,  10
Europe,Estonia,Wine,Production,2008,1000 hl,  10
Europe,Estonia,Wine,Production,2009,1000 hl,  10
Europe,Estonia,Wine,Production,2010,1000 hl,  28
Europe,Estonia,Wine,Production,2011,1000 hl,  64
Europe,Estonia,Wine,Production,2012,1000 hl,  96
Europe,Estonia,Wine,Production,2013,1000 hl,  107
Europe,Estonia,Wine,Production,2014,1000 hl,  111
Europe,Estonia,Wine,Production,2015,1000 hl,  115
Europe,Estonia,Wine,Production,2016,1000 hl,  110
Europe,Estonia,Wine,Production,2017,1000 hl,  110
Europe,Estonia,Wine,Production,2018,1000 hl,  110
Europe,Estonia,Wine,Production,2019,1000 hl,  110
Europe,Estonia,Wine,Production,2020,1000 hl,  110
Europe,Estonia,Wine,Production,2021,1000 hl,  110
Africa,Ethiopia,Wine,Production,1995,1000 hl,  10
Africa,Ethiopia,Wine,Production,1996,1000 hl,  10
Africa,Ethiopia,Wine,Production,1997,1000 hl,  10
Africa,Ethiopia,Wine,Production,1998,1000 hl,  15
Africa,Ethiopia,Wine,Production,1999,1000 hl,  18
Africa,Ethiopia,Wine,Production,2000,1000 hl,  23
Africa,Ethiopia,Wine,Production,2001,1000 hl,  25
Africa,Ethiopia,Wine,Production,2002,1000 hl,  26
Africa,Ethiopia,Wine,Production,2003,1000 hl,  26
Africa,Ethiopia,Wine,Production,2004,1000 hl,  28
Africa,Ethiopia,Wine,Production,2005,1000 hl,  32
Africa,Ethiopia,Wine,Production,2006,1000 hl,  26
Africa,Ethiopia,Wine,Production,2007,1000 hl,  30
Africa,Ethiopia,Wine,Production,2008,1000 hl,  14
Africa,Ethiopia,Wine,Production,2009,1000 hl,  16
Africa,Ethiopia,Wine,Production,2010,1000 hl,  9
Africa,Ethiopia,Wine,Production,2011,1000 hl,  9
Africa,Ethiopia,Wine,Production,2012,1000 hl,  9
Africa,Ethiopia,Wine,Production,2013,1000 hl,  9
Africa,Ethiopia,Wine,Production,2014,1000 hl,  9
Africa,Ethiopia,Wine,Production,2015,1000 hl,  8
Africa,Ethiopia,Wine,Production,2016,1000 hl,  8
Africa,Ethiopia,Wine,Production,2017,1000 hl,  8
Africa,Ethiopia,Wine,Production,2018,1000 hl,  8
Africa,Ethiopia,Wine,Production,2019,1000 hl,  8
Africa,Ethiopia,Wine,Production,2020,1000 hl,  8
Africa,Ethiopia,Wine,Production,2021,1000 hl,  8
Europe,France,Wine,Production,1995,1000 hl, 54 354
Europe,France,Wine,Production,1996,1000 hl, 57 047
Europe,France,Wine,Production,1997,1000 hl, 53 561
Europe,France,Wine,Production,1998,1000 hl, 52 671
Europe,France,Wine,Production,1999,1000 hl, 60 535
Europe,France,Wine,Production,2000,1000 hl, 57 541
Europe,France,Wine,Production,2001,1000 hl, 53 389
Europe,France,Wine,Production,2002,1000 hl, 50 353
Europe,France,Wine,Production,2003,1000 hl, 46 360
Europe,France,Wine,Production,2004,1000 hl, 57 386
Europe,France,Wine,Production,2005,1000 hl, 52 105
Europe,France,Wine,Production,2006,1000 hl, 52 127
Europe,France,Wine,Production,2007,1000 hl, 45 672
Europe,France,Wine,Production,2008,1000 hl, 42 654
Europe,France,Wine,Production,2009,1000 hl, 46 269
Europe,France,Wine,Production,2010,1000 hl, 44 381
Europe,France,Wine,Production,2011,1000 hl, 50 757
Europe,France,Wine,Production,2012,1000 hl, 41 548
Europe,France,Wine,Production,2013,1000 hl, 42 134
Europe,France,Wine,Production,2014,1000 hl, 46 534
Europe,France,Wine,Production,2015,1000 hl, 47 775
Europe,France,Wine,Production,2016,1000 hl, 45 367
Europe,France,Wine,Production,2017,1000 hl, 36 605
Europe,France,Wine,Production,2018,1000 hl, 49 186
Europe,France,Wine,Production,2019,1000 hl, 42 324
Europe,France,Wine,Production,2020,1000 hl, 46 739
Europe,France,Wine,Production,2021,1000 hl, 37 753
Europe,France,Wine,Production,2022,1000 hl, 45 616
Asia,Georgia,Wine,Production,1995,1000 hl, 2 050
Asia,Georgia,Wine,Production,1996,1000 hl, 2 025
Asia,Georgia,Wine,Production,1997,1000 hl, 1 800
Asia,Georgia,Wine,Production,1998,1000 hl, 1 250
Asia,Georgia,Wine,Production,1999,1000 hl, 1 300
Asia,Georgia,Wine,Production,2000,1000 hl, 1 138
Asia,Georgia,Wine,Production,2001,1000 hl, 1 326
Asia,Georgia,Wine,Production,2002,1000 hl, 1 136
Asia,Georgia,Wine,Production,2003,1000 hl,  800
Asia,Georgia,Wine,Production,2004,1000 hl,  950
Asia,Georgia,Wine,Production,2005,1000 hl, 1 300
Asia,Georgia,Wine,Production,2006,1000 hl,  950
Asia,Georgia,Wine,Production,2007,1000 hl, 1 475
Asia,Georgia,Wine,Production,2008,1000 hl, 1 105
Asia,Georgia,Wine,Production,2009,1000 hl, 1 043
Asia,Georgia,Wine,Production,2010,1000 hl, 1 034
Asia,Georgia,Wine,Production,2011,1000 hl, 1 108
Asia,Georgia,Wine,Production,2012,1000 hl,  830
Asia,Georgia,Wine,Production,2013,1000 hl,  997
Asia,Georgia,Wine,Production,2014,1000 hl,  920
Asia,Georgia,Wine,Production,2015,1000 hl, 1 196
Asia,Georgia,Wine,Production,2016,1000 hl,  884
Asia,Georgia,Wine,Production,2017,1000 hl, 1 002
Asia,Georgia,Wine,Production,2018,1000 hl, 1 740
Asia,Georgia,Wine,Production,2019,1000 hl, 1 760
Asia,Georgia,Wine,Production,2020,1000 hl, 1 800
Asia,Georgia,Wine,Production,2021,1000 hl, 2 100
Asia,Georgia,Wine,Production,2022,1000 hl, 2 135
Europe,Germany,Wine,Production,1995,1000 hl, 8 510
Europe,Germany,Wine,Production,1996,1000 hl, 8 642
Europe,Germany,Wine,Production,1997,1000 hl, 8 495
Europe,Germany,Wine,Production,1998,1000 hl, 10 834
Europe,Germany,Wine,Production,1999,1000 hl, 12 123
Europe,Germany,Wine,Production,2000,1000 hl, 9 852
Europe,Germany,Wine,Production,2001,1000 hl, 8 891
Europe,Germany,Wine,Production,2002,1000 hl, 9 885
Europe,Germany,Wine,Production,2003,1000 hl, 8 191
Europe,Germany,Wine,Production,2004,1000 hl, 10 007
Europe,Germany,Wine,Production,2005,1000 hl, 9 153
Europe,Germany,Wine,Production,2006,1000 hl, 8 916
Europe,Germany,Wine,Production,2007,1000 hl, 10 261
Europe,Germany,Wine,Production,2008,1000 hl, 9 991
Europe,Germany,Wine,Production,2009,1000 hl, 9 228
Europe,Germany,Wine,Production,2010,1000 hl, 6 906
Europe,Germany,Wine,Production,2011,1000 hl, 9 132
Europe,Germany,Wine,Production,2012,1000 hl, 9 012
Europe,Germany,Wine,Production,2013,1000 hl, 8 409
Europe,Germany,Wine,Production,2014,1000 hl, 9 202
Europe,Germany,Wine,Production,2015,1000 hl, 8 819
Europe,Germany,Wine,Production,2016,1000 hl, 9 013
Europe,Germany,Wine,Production,2017,1000 hl, 7 462
Europe,Germany,Wine,Production,2018,1000 hl, 10 268
Europe,Germany,Wine,Production,2019,1000 hl, 8 218
Europe,Germany,Wine,Production,2020,1000 hl, 8 405
Europe,Germany,Wine,Production,2021,1000 hl, 8 448
Europe,Germany,Wine,Production,2022,1000 hl, 8 940
Global,Global,Wine,Production,1995,1000 hl, 250 874
Global,Global,Wine,Production,1996,1000 hl, 269 627
Global,Global,Wine,Production,1997,1000 hl, 262 367
Global,Global,Wine,Production,1998,1000 hl, 259 544
Global,Global,Wine,Production,1999,1000 hl, 279 578
Global,Global,Wine,Production,2000,1000 hl, 276 946
Global,Global,Wine,Production,2001,1000 hl, 263 316
Global,Global,Wine,Production,2002,1000 hl, 255 318
Global,Global,Wine,Production,2003,1000 hl, 261 926
Global,Global,Wine,Production,2004,1000 hl, 295 452
Global,Global,Wine,Production,2005,1000 hl, 276 317
Global,Global,Wine,Production,2006,1000 hl, 282 817
Global,Global,Wine,Production,2007,1000 hl, 268 074
Global,Global,Wine,Production,2008,1000 hl, 269 133
Global,Global,Wine,Production,2009,1000 hl, 269 254
Global,Global,Wine,Production,2010,1000 hl, 261 800
Global,Global,Wine,Production,2011,1000 hl, 267 733
Global,Global,Wine,Production,2012,1000 hl, 260 642
Global,Global,Wine,Production,2013,1000 hl, 292 217
Global,Global,Wine,Production,2014,1000 hl, 270 453
Global,Global,Wine,Production,2015,1000 hl, 277 100
Global,Global,Wine,Production,2016,1000 hl, 270 545
Global,Global,Wine,Production,2017,1000 hl, 248 300
Global,Global,Wine,Production,2018,1000 hl, 294 641
Global,Global,Wine,Production,2019,1000 hl, 258 143
Global,Global,Wine,Production,2020,1000 hl, 262 098
Global,Global,Wine,Production,2021,1000 hl, 260 872
Global,Global,Wine,Production,2022,1000 hl, 258 265
Europe,Greece,Wine,Production,1995,1000 hl, 3 841
Europe,Greece,Wine,Production,1996,1000 hl, 4 109
Europe,Greece,Wine,Production,1997,1000 hl, 3 987
Europe,Greece,Wine,Production,1998,1000 hl, 3 826
Europe,Greece,Wine,Production,1999,1000 hl, 3 680
Europe,Greece,Wine,Production,2000,1000 hl, 3 558
Europe,Greece,Wine,Production,2001,1000 hl, 3 477
Europe,Greece,Wine,Production,2002,1000 hl, 3 085
Europe,Greece,Wine,Production,2003,1000 hl, 3 799
Europe,Greece,Wine,Production,2004,1000 hl, 4 248
Europe,Greece,Wine,Production,2005,1000 hl, 4 027
Europe,Greece,Wine,Production,2006,1000 hl, 3 938
Europe,Greece,Wine,Production,2007,1000 hl, 3 511
Europe,Greece,Wine,Production,2008,1000 hl, 3 869
Europe,Greece,Wine,Production,2009,1000 hl, 3 366
Europe,Greece,Wine,Production,2010,1000 hl, 2 950
Europe,Greece,Wine,Production,2011,1000 hl, 2 750
Europe,Greece,Wine,Production,2012,1000 hl, 3 115
Europe,Greece,Wine,Production,2013,1000 hl, 3 343
Europe,Greece,Wine,Production,2014,1000 hl, 2 800
Europe,Greece,Wine,Production,2015,1000 hl, 2 501
Europe,Greece,Wine,Production,2016,1000 hl, 2 490
Europe,Greece,Wine,Production,2017,1000 hl, 2 550
Europe,Greece,Wine,Production,2018,1000 hl, 2 235
Europe,Greece,Wine,Production,2019,1000 hl, 2 387
Europe,Greece,Wine,Production,2020,1000 hl, 2 221
Europe,Greece,Wine,Production,2021,1000 hl, 2 416
Europe,Greece,Wine,Production,2022,1000 hl, 2 084
Europe,Hungary,Wine,Production,1995,1000 hl, 3 289
Europe,Hungary,Wine,Production,1996,1000 hl, 4 188
Europe,Hungary,Wine,Production,1997,1000 hl, 4 472
Europe,Hungary,Wine,Production,1998,1000 hl, 4 334
Europe,Hungary,Wine,Production,1999,1000 hl, 3 339
Europe,Hungary,Wine,Production,2000,1000 hl, 4 299
Europe,Hungary,Wine,Production,2001,1000 hl, 5 406
Europe,Hungary,Wine,Production,2002,1000 hl, 3 333
Europe,Hungary,Wine,Production,2003,1000 hl, 3 880
Europe,Hungary,Wine,Production,2004,1000 hl, 5 272
Europe,Hungary,Wine,Production,2005,1000 hl, 2 900
Europe,Hungary,Wine,Production,2006,1000 hl, 3 100
Europe,Hungary,Wine,Production,2007,1000 hl, 3 222
Europe,Hungary,Wine,Production,2008,1000 hl, 3 460
Europe,Hungary,Wine,Production,2009,1000 hl, 3 065
Europe,Hungary,Wine,Production,2010,1000 hl, 1 646
Europe,Hungary,Wine,Production,2011,1000 hl, 2 508
Europe,Hungary,Wine,Production,2012,1000 hl, 1 765
Europe,Hungary,Wine,Production,2013,1000 hl, 2 573
Europe,Hungary,Wine,Production,2014,1000 hl, 2 427
Europe,Hungary,Wine,Production,2015,1000 hl, 2 780
Europe,Hungary,Wine,Production,2016,1000 hl, 2 821
Europe,Hungary,Wine,Production,2017,1000 hl, 2 548
Europe,Hungary,Wine,Production,2018,1000 hl, 3 645
Europe,Hungary,Wine,Production,2019,1000 hl, 2 394
Europe,Hungary,Wine,Production,2020,1000 hl, 2 586
Europe,Hungary,Wine,Production,2021,1000 hl, 2 588
Europe,Hungary,Wine,Production,2022,1000 hl, 2 484
Asia,India,Wine,Production,2004,1000 hl,  47
Asia,India,Wine,Production,2005,1000 hl,  58
Asia,India,Wine,Production,2006,1000 hl,  86
Asia,India,Wine,Production,2007,1000 hl,  112
Asia,India,Wine,Production,2008,1000 hl,  117
Asia,India,Wine,Production,2009,1000 hl,  149
Asia,India,Wine,Production,2010,1000 hl,  160
Asia,India,Wine,Production,2011,1000 hl,  142
Asia,India,Wine,Production,2012,1000 hl,  146
Asia,India,Wine,Production,2013,1000 hl,  170
Asia,India,Wine,Production,2014,1000 hl,  173
Asia,India,Wine,Production,2015,1000 hl,  183
Asia,India,Wine,Production,2016,1000 hl,  194
Asia,India,Wine,Production,2017,1000 hl,  204
Asia,India,Wine,Production,2018,1000 hl,  210
Asia,India,Wine,Production,2019,1000 hl,  180
Asia,India,Wine,Production,2020,1000 hl,  180
Asia,India,Wine,Production,2021,1000 hl,  180
Asia,India,Wine,Production,2022,1000 hl,  180
Asia,Iran,Wine,Production,2015,1000 hl,0
Asia,Iran,Wine,Production,2016,1000 hl,0
Asia,Iran,Wine,Production,2017,1000 hl,0
Asia,Iran,Wine,Production,2018,1000 hl,0
Asia,Iran,Wine,Production,2019,1000 hl,0
Asia,Iran,Wine,Production,2020,1000 hl,0
Asia,Iran,Wine,Production,2021,1000 hl,0
Asia,Iran,Wine,Production,2022,1000 hl,0
Europe,Ireland,Wine,Production,2010,1000 hl,0
Europe,Ireland,Wine,Production,2011,1000 hl,0
Europe,Ireland,Wine,Production,2012,1000 hl,0
Europe,Ireland,Wine,Production,2013,1000 hl,0
Europe,Ireland,Wine,Production,2014,1000 hl,0
Europe,Ireland,Wine,Production,2015,1000 hl,0
Europe,Ireland,Wine,Production,2016,1000 hl,0
Europe,Ireland,Wine,Production,2017,1000 hl,0
Europe,Ireland,Wine,Production,2018,1000 hl,0
Europe,Ireland,Wine,Production,2019,1000 hl,0
Europe,Ireland,Wine,Production,2020,1000 hl,0
Europe,Ireland,Wine,Production,2021,1000 hl,0
Europe,Ireland,Wine,Production,2022,1000 hl,0
Asia,Israel,Wine,Production,1995,1000 hl,  122
Asia,Israel,Wine,Production,1996,1000 hl,  90
Asia,Israel,Wine,Production,1997,1000 hl,  90
Asia,Israel,Wine,Production,1998,1000 hl,  90
Asia,Israel,Wine,Production,1999,1000 hl,  80
Asia,Israel,Wine,Production,2000,1000 hl,  75
Asia,Israel,Wine,Production,2001,1000 hl,  50
Asia,Israel,Wine,Production,2002,1000 hl,  57
Asia,Israel,Wine,Production,2003,1000 hl,  234
Asia,Israel,Wine,Production,2004,1000 hl,  240
Asia,Israel,Wine,Production,2005,1000 hl,  240
Asia,Israel,Wine,Production,2006,1000 hl,  234
Asia,Israel,Wine,Production,2007,1000 hl,  218
Asia,Israel,Wine,Production,2008,1000 hl,  228
Asia,Israel,Wine,Production,2009,1000 hl,  230
Asia,Israel,Wine,Production,2010,1000 hl,  245
Asia,Israel,Wine,Production,2011,1000 hl,  259
Asia,Israel,Wine,Production,2012,1000 hl,  280
Asia,Israel,Wine,Production,2013,1000 hl,  300
Asia,Israel,Wine,Production,2014,1000 hl,  320
Asia,Israel,Wine,Production,2015,1000 hl,  341
Asia,Israel,Wine,Production,2016,1000 hl,  361
Asia,Israel,Wine,Production,2017,1000 hl,  381
Asia,Israel,Wine,Production,2018,1000 hl,  402
Asia,Israel,Wine,Production,2019,1000 hl,  422
Asia,Israel,Wine,Production,2020,1000 hl,  496
Asia,Israel,Wine,Production,2021,1000 hl,  385
Asia,Israel,Wine,Production,2022,1000 hl,  430
Europe,Italy,Wine,Production,1995,1000 hl, 55 702
Europe,Italy,Wine,Production,1996,1000 hl, 58 772
Europe,Italy,Wine,Production,1997,1000 hl, 50 894
Europe,Italy,Wine,Production,1998,1000 hl, 54 188
Europe,Italy,Wine,Production,1999,1000 hl, 56 454
Europe,Italy,Wine,Production,2000,1000 hl, 51 620
Europe,Italy,Wine,Production,2001,1000 hl, 49 865
Europe,Italy,Wine,Production,2002,1000 hl, 42 507
Europe,Italy,Wine,Production,2003,1000 hl, 41 807
Europe,Italy,Wine,Production,2004,1000 hl, 49 935
Europe,Italy,Wine,Production,2005,1000 hl, 50 566
Europe,Italy,Wine,Production,2006,1000 hl, 52 036
Europe,Italy,Wine,Production,2007,1000 hl, 45 981
Europe,Italy,Wine,Production,2008,1000 hl, 46 970
Europe,Italy,Wine,Production,2009,1000 hl, 47 314
Europe,Italy,Wine,Production,2010,1000 hl, 48 525
Europe,Italy,Wine,Production,2011,1000 hl, 42 772
Europe,Italy,Wine,Production,2012,1000 hl, 45 616
Europe,Italy,Wine,Production,2013,1000 hl, 54 029
Europe,Italy,Wine,Production,2014,1000 hl, 44 229
Europe,Italy,Wine,Production,2015,1000 hl, 49 996
Europe,Italy,Wine,Production,2016,1000 hl, 50 920
Europe,Italy,Wine,Production,2017,1000 hl, 42 500
Europe,Italy,Wine,Production,2018,1000 hl, 54 783
Europe,Italy,Wine,Production,2019,1000 hl, 47 533
Europe,Italy,Wine,Production,2020,1000 hl, 49 066
Europe,Italy,Wine,Production,2021,1000 hl, 50 232
Europe,Italy,Wine,Production,2022,1000 hl, 49 843
Asia,Japan,Wine,Production,1995,1000 hl,  652
Asia,Japan,Wine,Production,1996,1000 hl,  675
Asia,Japan,Wine,Production,1997,1000 hl,  934
Asia,Japan,Wine,Production,1998,1000 hl, 1 159
Asia,Japan,Wine,Production,1999,1000 hl, 1 003
Asia,Japan,Wine,Production,2000,1000 hl,  974
Asia,Japan,Wine,Production,2001,1000 hl, 1 105
Asia,Japan,Wine,Production,2002,1000 hl, 1 110
Asia,Japan,Wine,Production,2003,1000 hl,  938
Asia,Japan,Wine,Production,2004,1000 hl,  938
Asia,Japan,Wine,Production,2005,1000 hl,  955
Asia,Japan,Wine,Production,2006,1000 hl,  900
Asia,Japan,Wine,Production,2007,1000 hl,  630
Asia,Japan,Wine,Production,2008,1000 hl,  660
Asia,Japan,Wine,Production,2009,1000 hl,  730
Asia,Japan,Wine,Production,2010,1000 hl,  750
Asia,Japan,Wine,Production,2011,1000 hl,  790
Asia,Japan,Wine,Production,2012,1000 hl,  800
Asia,Japan,Wine,Production,2013,1000 hl,  800
Asia,Japan,Wine,Production,2014,1000 hl,  850
Asia,Japan,Wine,Production,2015,1000 hl,  759
Asia,Japan,Wine,Production,2016,1000 hl,  806
Asia,Japan,Wine,Production,2017,1000 hl,  786
Asia,Japan,Wine,Production,2018,1000 hl,  798
Asia,Japan,Wine,Production,2019,1000 hl,  861
Asia,Japan,Wine,Production,2020,1000 hl,  805
Asia,Japan,Wine,Production,2021,1000 hl,  805
Asia,Kazakhstan,Wine,Production,1995,1000 hl,  122
Asia,Kazakhstan,Wine,Production,1996,1000 hl,  114
Asia,Kazakhstan,Wine,Production,1997,1000 hl,  111
Asia,Kazakhstan,Wine,Production,1998,1000 hl,  169
Asia,Kazakhstan,Wine,Production,1999,1000 hl,  227
Asia,Kazakhstan,Wine,Production,2000,1000 hl,  273
Asia,Kazakhstan,Wine,Production,2001,1000 hl,  129
Asia,Kazakhstan,Wine,Production,2002,1000 hl,  236
Asia,Kazakhstan,Wine,Production,2003,1000 hl,  217
